id,description,calories,protein_grams_per_hundred,carbs_grams_per_hundred,fat_grams_per_hundred
28320160,"Pork vegetable soup with potato, pasta, or rice, stew type, chunky style",55,5.2,3.85,2.1
28320300,"Pork with vegetable excluding carrots, broccoli and/or dark-green leafy; soup, Asian Style",57,6.04,2.78,2.48
28321130,"Bacon soup, cream of, prepared with water",46,1.21,3.63,2.93
28331110,"Lamb, pasta, and vegetable soup, Puerto Rican style",90,4.8,6.04,5.2
28340110,"Chicken or turkey broth, bouillon, or consomme",6,0.64,0.44,0.21
28340120,"Chicken or turkey broth, without tomato, home recipe",36,2.52,3.53,1.2
28340130,"Chicken or turkey broth, with tomato, home recipe",49,0.85,2.37,4.28
28340150,Mexican style chicken broth soup stock,48,2.34,7.37,1.31
28340179,"Beef broth, less or reduced sodium, canned or ready-to-serve",6,1.14,0.2,0.07
28340180,"Chicken or turkey broth, less or reduced sodium, canned or ready-to-serve",7,1.36,0.38,0
28340210,"Chicken rice soup, Puerto Rican style",77,7.24,8.61,1.58
28340220,"Chicken soup with noodles and potatoes, Puerto Rican style",74,6.76,8.66,1.45
28340310,"Chicken or turkey gumbo soup, home recipe, canned or ready-to-serve",23,1.08,3.43,0.59
28340510,"Chicken or turkey noodle soup, chunky style, canned or ready-to-serve",41,3.09,4.46,1.16
28340550,Sweet and sour soup,67,5.66,4.65,2.98
28340580,"Chicken or turkey soup with vegetables, broccoli, carrots, celery, potatoes and onions, Asian style",50,5.45,2.26,2.23
28340590,"Chicken or turkey corn soup with noodles, home recipe",62,4.67,7.34,1.81
28340600,"Chicken or turkey vegetable soup, canned, prepared with water or ready-to-serve",33,1.97,4.68,0.73
28340610,"Chicken or turkey vegetable soup, stew type",71,5.06,6.88,2.64
28340630,"Chicken or turkey vegetable soup with rice, stew type, chunky style",53,5.11,5.41,1.33
28340640,"Chicken or turkey vegetable soup with noodles, stew type, chunky style, canned or ready-to-serve",71,5.06,6.88,2.64
28340660,"Chicken or turkey vegetable soup, home recipe",48,4.52,4.14,1.7
28340670,"Chicken or turkey vegetable soup with rice, home recipe, Mexican style",76,6.85,7.65,2.21
28340680,"Chicken or turkey and corn hominy soup,  home recipe, Mexican style",75,7.89,5.11,2.45
28340690,"Chicken or turkey vegetable soup with potato and cheese, chunky style, canned or ready-to-serve",65,1.16,5.2,4.46
28340700,Bird's nest soup,46,5.39,3.03,1.27
28340750,Hot and sour soup,39,2.58,4.35,1.21
28340800,"Chicken or turkey soup with vegetables and fruit, Asian Style",39,5.07,2.17,1.23
28345010,"Chicken or turkey soup, cream of, canned, reduced sodium, NS as to made with milk or water",29,0.91,4.82,0.66
28345020,"Chicken or turkey soup, cream of, canned, reduced sodium, made with milk",54,2.57,7.19,1.65
28345030,"Chicken or turkey soup, cream of, canned, reduced sodium, made with water",29,0.91,4.82,0.66
28345110,"Chicken or turkey soup, cream of, NS as to prepared with milk or water",46,1.21,3.63,2.93
28345120,"Chicken or turkey soup, cream of, prepared with milk",70,2.86,6.02,3.88
28345130,"Chicken or turkey soup, cream of, prepared with water",46,1.21,3.63,2.93
28345160,"Chicken or turkey mushroom soup, cream of, prepared with milk",75,2.47,8.41,3.42
28350040,"Fish stock, home recipe",16,2.26,0,0.81
28350050,Fish chowder,112,8.07,6.1,6.21
28350110,"Crab soup, NS as to tomato-base or cream style",51,5.03,1.7,2.55
28350120,"Crab soup, tomato-base",35,4.21,4.22,0.35
28350210,"Clam chowder, NS as to Manhattan or New England style",61,3.26,7.56,2.03
28350220,"Clam chowder, Manhattan",56,3.02,7.84,1.41
28350310,Turtle and vegetable soup,42,4.75,3.71,0.95
28351110,"Fish and vegetable soup, no potatoes, Mexican style",39,5.15,1.47,1.27
28351120,"Fish soup with potatoes, Mexican style",46,5.47,2.64,1.33
28351160,"Codfish, rice, and vegetable soup, Puerto Rican style",68,5.29,7.59,1.7
28351170,"Codfish soup with noodles, Puerto Rican style",72,5.7,7.5,2.11
28355110,"Clam chowder, New England, NS as to prepared with water or milk",61,3.24,7.46,2.02
28355120,"Clam chowder, New England, prepared with milk",61,3.26,7.56,2.03
28355130,"Clam chowder, New England, prepared with water",35,1.55,5.05,1.01
28355140,"Clam chowder, New England, reduced sodium, canned or ready-to-serve",70,2.33,5.68,4.23
28355210,"Crab soup, cream of, prepared with milk",51,5.03,1.7,2.55
28355250,Lobster bisque,52,5.23,1.7,2.57
28355260,Lobster gumbo,58,6.19,4.61,1.76
28355310,Oyster stew,79,4.25,4.24,5.08
28355350,"Salmon soup, cream style",59,5.35,1.7,3.3
28355410,"Shrimp soup, cream of, NS as to prepared with milk or water",61,2.78,5.64,3.23
28355420,"Shrimp soup, cream of, prepared with milk",61,2.78,5.64,3.23
28355430,"Shrimp soup, cream of, prepared with water",36,1.11,3.27,2.07
28355440,Shrimp gumbo,61,6.52,4.61,1.87
28355450,"Seafood soup with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy",45,4.41,4.07,1.22
28355460,"Seafood soup with potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy",45,4.49,3.9,1.24
28355470,"Seafood soup with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes",42,4.54,3.02,1.29
28355480,"Seafood soup with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes",42,4.63,2.81,1.31
28360100,"Meat broth, Puerto Rican style",7,1.14,0.04,0.22
28360210,"Spanish vegetable soup, Puerto Rican style",104,7.76,5.24,5.81
28500000,"Gravy, poultry",48,0.71,5.29,2.62
28500040,"Gravy, beef",53,3.75,4.81,2.36
28501010,"Gravy, beef, fat free",53,3.75,4.81,2.36
28501110,"Gravy, poultry, fat free",48,0.71,5.29,2.62
28520000,"Gravy, made with soy sauce",45,0.82,9.82,0.29
28520010,"Gravy, NFS",53,3.75,4.81,2.36
28520100,Oyster sauce,51,1.35,10.92,0.25
28522000,Mole sauce,75,0.98,10.77,3.82
31101010,"Egg, whole, raw",143,12.56,0.72,9.51
31102000,"Egg, whole, cooked, NS as to cooking method",175,11.99,0.69,13.43
31103010,"Egg, whole, boiled or poached",143,12.56,0.72,9.51
31105005,"Egg, whole, fried, NS as to fat",184,11.72,0.68,14.56
31105010,"Egg, whole, fried no added fat",143,12.52,0.72,9.48
31105020,"Egg, whole, fried with margarine",171,11.72,0.72,13.11
31105030,"Egg, whole, fried with oil",191,11.7,0.67,15.39
31105040,"Egg, whole, fried with butter",180,11.76,0.68,14.15
31105060,"Egg, whole, fried with animal fat or meat drippings",188,11.85,0.67,14.88
31105080,"Egg, whole, fried with cooking spray",149,12.4,0.92,10.16
31105085,"Egg, whole, fried, NS as to fat type",184,11.72,0.68,14.56
31105090,"Egg, whole, fried, from fast food / restaurant",191,11.7,0.67,15.39
31106000,"Egg, whole, baked, NS as to fat",184,11.72,0.68,14.56
31106010,"Egg, whole, baked, no added fat",143,12.52,0.72,9.48
31106020,"Egg, whole, baked, fat added",184,11.72,0.68,14.56
31107000,"Egg, whole, pickled",154,12.49,1.11,10.54
31108010,"Egg, white only, raw",52,10.9,0.73,0.17
31108100,"Egg, white, cooked, NS as to fat",99,10.18,0.69,5.86
31108110,"Egg, white, cooked, no added fat",52,10.87,0.73,0.17
31108120,"Egg, white, cooked, fat added",99,10.18,0.69,5.86
31110010,"Egg, yolk only, raw",322,15.86,3.59,26.54
31111000,"Egg, yolk only, cooked, NS as to fat",351,14.8,3.36,30.43
31111010,"Egg, yolk only, cooked, no added fat",321,15.81,3.58,26.46
31111020,"Egg, yolk only, cooked, fat added",351,14.8,3.36,30.43
31201000,"Duck egg, cooked",223,11.96,1.36,18.53
31202000,"Goose egg, cooked",223,12.94,1.27,18.07
31203000,"Quail egg, canned",158,13.01,0.41,11.06
32101000,"Egg, creamed",147,7.77,5.5,10.22
32101500,"Egg, Benedict",283,13.83,8.63,21.59
32102000,"Egg, deviled",198,11.52,1.07,15.9
32103000,"Egg salad, made with mayonnaise",257,10.26,1.01,23.14
32103015,"Egg salad, made with light mayonnaise",172,9.97,2.82,13
32103020,"Egg salad, made with mayonnaise-type salad dressing",174,10.07,3.93,12.83
32103025,"Egg salad, made with light mayonnaise-type salad dressing",172,9.97,2.82,13
32103030,"Egg salad, made with creamy dressing",212,10.17,2.12,17.68
32103035,"Egg salad, made with light creamy dressing",155,10.17,2.37,11.29
32103040,"Egg salad, made with Italian dressing",172,10.02,3.38,12.74
32103045,"Egg salad, made with light Italian dressing",163,10.16,2.19,12.38
32103050,"Egg Salad, made with any type of fat free dressing",139,9.8,4.29,8.82
32105180,Huevos rancheros,119,6.82,8.76,6.54
32105190,"Egg casserole with bread, cheese, milk and meat",175,11.47,10.18,9.6
32105200,"Egg foo yung, NFS",124,11.76,5.09,5.97
32105210,Chicken egg foo yung,136,12.86,4.68,7.18
32105220,Pork egg foo yung,148,13.36,4.68,8.06
32105230,Shrimp egg foo yung,124,11.76,5.09,5.97
32105240,Beef egg foo yung,146,13.89,4.68,7.88
32105310,"Ripe plantain omelet, Puerto Rican style",224,6.58,18.09,14.76
32105330,"Scrambled eggs with jerked beef, Puerto Rican style",262,21.4,2.97,18.04
32110100,"Eggs a la Malaguena, Puerto Rican style",96,8.46,4.86,4.72
32110150,Shrimp-egg patty,487,28.36,11.77,35.65
32129990,"Egg omelet or scrambled egg, NS as to fat",184,11.72,0.68,14.56
32130000,"Egg omelet or scrambled egg, made with margarine",171,11.72,0.72,13.11
32130010,"Egg omelet or scrambled egg, made with oil",191,11.7,0.67,15.39
32130020,"Egg omelet or scrambled egg, made with butter",180,11.76,0.68,14.15
32130040,"Egg omelet or scrambled egg, made with animal fat or meat drippings",188,11.85,0.67,14.88
32130060,"Egg omelet or scrambled egg, made with cooking spray",149,12.4,0.92,10.16
32130065,"Egg omelet or scrambled egg, NS as to fat type",184,11.72,0.68,14.56
32130070,"Egg omelet or scrambled egg, no added fat",143,12.52,0.72,9.48
32130080,"Egg omelet or scrambled egg, from fast food / restaurant",191,11.7,0.67,15.39
32130100,"Egg omelet or scrambled egg, with cheese, made with margarine",194,12.82,1.16,15.05
32130110,"Egg omelet or scrambled egg, with cheese, made with oil",212,12.82,1.12,17.05
32130120,"Egg omelet or scrambled egg, with cheese, made with butter",202,12.86,1.12,15.97
32130140,"Egg omelet or scrambled egg, with cheese, made with animal fat or meat drippings",209,12.94,1.12,16.6
32130160,"Egg omelet or scrambled egg, with cheese, made with cooking spray",176,13.48,1.35,12.58
32130170,"Egg omelet or scrambled egg, with cheese, no added fat",171,13.59,1.19,12.01
32130190,"Egg omelet or scrambled egg, with meat, NS as to fat",192,12.84,0.8,14.97
32130200,"Egg omelet or scrambled egg, with meat, made with margarine",181,12.83,0.83,13.69
32130210,"Egg omelet or scrambled egg, with meat, made with oil",199,12.82,0.79,15.69
32130220,"Egg omelet or scrambled egg, with meat, made with butter",189,12.87,0.79,14.61
32130240,"Egg omelet or scrambled egg, with meat, made with animal fat or meat drippings",196,12.95,0.79,15.24
32130260,"Egg omelet or scrambled egg, with meat, made with cooking spray",162,13.49,1,11.16
32130265,"Egg omelet or scrambled egg, with meat, NS as to fat type",192,12.84,0.8,14.97
32130270,"Egg omelet or scrambled egg, with meat, no added fat",157,13.6,0.83,10.57
32130290,"Egg omelet or scrambled egg, with cheese and meat, NS as to fat",209,13.44,1.16,16.44
32130300,"Egg omelet or scrambled egg, with cheese and meat, made with margarine",199,13.43,1.2,15.26
32130310,"Egg omelet or scrambled egg, with cheese and meat, made with oil",215,13.42,1.16,17.11
32130320,"Egg omelet or scrambled egg, with cheese and meat, made with butter",206,13.46,1.16,16.11
32130340,"Egg omelet or scrambled egg, with cheese and meat, made with animal fat or meat drippings",213,13.54,1.16,16.7
32130360,"Egg omelet or scrambled egg, with cheese and meat, made with cooking spray",182,14.06,1.37,13
32130365,"Egg omelet or scrambled egg, with cheese and meat, NS as to fat type",209,13.44,1.16,16.44
32130370,"Egg omelet or scrambled egg, with cheese and meat, no added fat",177,14.17,1.22,12.48
32130400,"Egg omelet or scrambled egg, with tomatoes, fat added",164,10.42,1.27,12.8
32130410,"Egg omelet or scrambled egg, with tomatoes, no added fat",127,11.04,1.34,8.28
32130420,"Egg omelet or scrambled egg, with tomatoes, NS as to fat",164,10.42,1.27,12.8
32130430,"Egg omelet or scrambled egg, with dark-green vegetables, fat added",165,10.65,1.26,12.82
32130440,"Egg omelet or scrambled egg, with dark-green vegetables, no added fat",128,11.28,1.32,8.3
32130450,"Egg omelet or scrambled egg, with dark-green vegetables, NS as to fat",165,10.65,1.26,12.82
32130460,"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, fat added",163,10.47,1.3,12.71
32130470,"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, no fat added",127,11.08,1.37,8.22
32130480,"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, NS as to fat",163,10.47,1.3,12.71
32130490,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added",165,10.71,1.19,12.82
32130500,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, no added fat",128,11.34,1.25,8.3
32130510,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat",165,10.71,1.19,12.82
32130600,"Egg omelet or scrambled egg, with cheese and tomatoes, fat added",186,11.55,1.6,14.56
32130610,"Egg omelet or scrambled egg, with cheese and tomatoes, no added fat",154,12.16,1.68,10.66
32130620,"Egg omelet or scrambled egg, with cheese and tomatoes, NS as to fat",186,11.55,1.6,14.56
32130630,"Egg omelet or scrambled egg, with cheese and dark-green vegetables, fat added",186,11.76,1.59,14.58
32130640,"Egg omelet or scrambled egg, with cheese and dark-green vegetables, no added fat",155,12.37,1.67,10.68
32130650,"Egg omelet or scrambled egg, with cheese and dark-green vegetables, NS as to fat",186,11.76,1.59,14.58
32130660,"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, fat added",185,11.58,1.63,14.47
32130670,"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, no added fat",153,12.19,1.7,10.59
32130680,"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, NS as to fat",185,11.58,1.63,14.47
32130690,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, fat added",186,11.81,1.53,14.58
32130700,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, no added fat",155,12.43,1.6,10.67
32130710,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat",186,11.81,1.53,14.58
32130800,"Egg omelet or scrambled egg, with meat and tomatoes, fat added",171,11.21,1.3,13.19
32130810,"Egg omelet or scrambled egg, with meat and tomatoes, no added fat",137,11.82,1.36,9.04
32130820,"Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat",171,11.21,1.3,13.19
32130830,"Egg omelet or scrambled egg, with meat and dark-green vegetables, fat added",172,11.42,1.28,13.2
32130840,"Egg omelet or scrambled egg, with meat and dark-green vegetables, no added fat",138,12.04,1.35,9.06
32130850,"Egg omelet or scrambled egg, with meat and dark-green vegetables, NS as to fat",172,11.42,1.28,13.2
32130860,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, fat added",173,11.59,1.33,13.27
32130870,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, no added fat",141,12.19,1.39,9.32
32130880,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, NS as to fat",173,11.59,1.33,13.27
32130890,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat added",171,11.47,1.22,13.2
32130900,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, no added fat",138,12.1,1.28,9.06
32130910,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, NS as to fat",171,11.47,1.22,13.2
32131000,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat added",198,12.73,1.41,15.52
32131010,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, no added fat",168,13.39,1.48,11.74
32131020,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, NS as to fat",198,12.73,1.41,15.52
32131030,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, fat added",199,12.84,1.4,15.52
32131040,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, no added fat",169,13.5,1.47,11.75
32131050,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, NS as to fat",199,12.84,1.4,15.52
32131060,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, fat added",189,12.21,1.62,14.7
32131070,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, no added fat",160,12.8,1.7,11.1
32131080,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, NS as to fat",189,12.21,1.62,14.7
32131090,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, fat added",199,12.87,1.37,15.52
32131100,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, no added fat",169,13.53,1.44,11.75
32131110,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, NS as to fat",199,12.87,1.37,15.52
32131200,"Egg omelet or scrambled egg, with potatoes and/or onions, fat added",171,10.54,2.78,12.79
32131210,"Egg omelet or scrambled egg, with potatoes and/or onions, no added fat",134,11.17,2.94,8.26
32131220,"Egg omelet or scrambled egg, with potatoes and/or onions, NS as to fat",171,10.54,2.78,12.79
32202000,"Egg, cheese, ham, and bacon on bun",250,14.48,17.25,13.23
32202010,"Egg, cheese, and ham on English muffin",228,13.64,21.67,9.66
32202020,"Egg, cheese, and ham on biscuit",253,12.1,14.77,16.37
32202025,"Egg, cheese and ham on bagel",240,12.6,18.2,12.7
32202030,"Egg, cheese, and sausage on English muffin",286,13.38,17.44,18.1
32202034,"Egg, cheese, and sausage on bun",263,13.14,17.35,15.38
32202045,"Egg, cheese, and steak on bagel",282,15.95,22.99,14.07
32202050,"Egg, cheese, and sausage on biscuit",324,9.54,21.57,22.13
32202055,"Egg, cheese, and sausage griddle cake sandwich",291,10.77,22.04,17.73
32202060,Egg and sausage on biscuit,312,11.13,21.05,20.77
32202070,"Egg, cheese, and bacon on biscuit",301,12.01,24.44,17.48
32202075,"Egg, cheese, and bacon griddle cake sandwich",272,12.03,26.19,13.19
32202080,"Egg, cheese, and bacon on English muffin",228,13.64,21.67,9.66
32202085,"Egg, cheese and bacon on bagel",257,13.65,21.41,12.71
32202090,Egg and bacon on biscuit,305,11.33,19.06,20.73
32202110,Egg and ham on biscuit,233,10.64,16.37,14.08
32202120,"Egg, cheese and sausage on bagel",295,12.98,22.64,16.97
32202130,Egg and steak on biscuit,311,11.68,24.58,18.27
32202200,Egg and cheese on biscuit,300,10.1,17.25,21.09
32203010,Egg salad sandwich,298,9.2,17.49,20.85
32204010,Scrambled egg sandwich,229,10.62,23.9,9.74
32300100,Egg drop soup,27,1.16,4.29,0.61
32301100,"Garlic egg soup, Puerto Rican style",82,3.85,5.52,4.9
32400055,"Egg white omelet, scrambled, or fried, NS as to fat",99,10.18,0.69,5.86
32400060,"Egg white omelet, scrambled, or fried, made with margarine",86,10.17,0.73,4.4
32400065,"Egg white omelet, scrambled, or fried, made with oil",106,10.16,0.68,6.68
32400070,"Egg white omelet, scrambled, or fried, made with butter",95,10.21,0.68,5.45
32400075,"Egg white omelet, scrambled, or fried, made with cooking spray",59,10.76,0.92,0.94
32400078,"Egg white omelet, scrambled, or fried, NS as to fat type",99,10.18,0.69,5.86
32400080,"Egg white omelet, scrambled, or fried, no added fat",52,10.87,0.73,0.17
32400100,"Egg white, omelet, scrambled, or fried, with cheese",131,11.48,1.14,8.69
32400200,"Egg white, omelet, scrambled, or fried, with meat",118,11.48,0.8,7.33
32400300,"Egg white, omelet, scrambled, or fried, with vegetables",90,9.29,1.27,5.19
32400400,"Egg white, omelet, scrambled, or fried, with cheese and meat",140,12.18,1.17,9.38
32400500,"Egg white, omelet, scrambled, or fried, with cheese and vegetables",120,10.55,1.6,7.78
32400600,"Egg white, omelet, scrambled, or fried, with meat and vegetables",103,10.16,1.29,6.14
32400700,"Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables",134,11.66,1.41,8.87
32401000,Meringues,322,7.31,74.24,0.16
33001010,"Egg substitute, omelet, scrambled, or fried, fat added",95,9.34,1.88,5.7
33001050,"Egg substitute, omelet, scrambled, or fried, no added fat",48,9.97,1.99,0
33401000,"Egg substitute, omelet, scrambled, or fried, with cheese",128,10.74,2.17,8.55
33401100,"Egg substitute, omelet, scrambled, or fried, with meat",115,10.75,1.84,7.19
33401200,"Egg substitute, omelet, scrambled, or fried, with vegetables",87,8.56,2.31,5.05
33401300,"Egg substitute, omelet, scrambled, or fried, with cheese and meat",137,11.5,2.13,9.25
33401400,"Egg substitute, omelet, scrambled, or fried, with cheese and vegetables",117,9.89,2.52,7.66
33401500,"Egg substitute, omelet, scrambled, or fried, with meat and vegetables",100,9.48,2.25,6.02
33401600,"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables",131,11.01,2.32,8.75
41100990,"Beans, NFS",188,8.34,23.78,7.08
41101010,"Beans, from dried, NS as to type, fat added",188,8.34,23.78,7.08
41101020,"Beans, from dried, NS as to type, no added fat",139,8.92,25.44,0.62
41101060,"Beans, from canned, NS as to type, fat added",184,7.66,24.1,6.83
41101070,"Beans, from canned, NS as to type, no added fat",136,7.96,25.04,0.81
41101080,"Beans, from fast food / restaurant, NS as to type",205,8.77,22.6,9.32
41101090,"White beans, NFS",187,9.04,23.32,6.83
41101110,"White beans, from dried, fat added",187,9.04,23.32,6.83
41101120,"White beans, from dried, no added fat",138,9.67,24.94,0.35
41101140,"White beans, from canned, fat added",210,10.43,29.76,6.06
41101180,"White beans, from canned, no added fat",168,10.84,30.91,0.57
41101210,"White beans, from canned, reduced sodium",210,10.43,29.76,6.06
41101990,"Black beans, NFS",180,8.23,22.04,7.01
41102010,"Black beans, from dried, fat added",180,8.23,22.04,7.01
41102020,"Black beans, from dried, no added fat",131,8.81,23.57,0.54
41102040,"Black beans, from canned, fat added",178,8.54,23.43,5.92
41102080,"Black beans, from canned, no added fat",134,8.87,24.34,0.43
41102110,"Black beans, from canned, reduced sodium",178,8.54,23.43,5.92
41102150,"Black beans, from fast food / restaurant",199,7.98,21.36,9.49
41102170,Black beans with meat,177,10.61,19.06,6.81
41102210,"Fava beans, cooked",160,7.06,18.26,6.88
41102990,"Lima beans, NFS",164,7.25,19.4,6.86
41103010,"Lima beans, from dried",164,7.25,19.4,6.86
41103070,"Pink beans, cooked",196,8.42,25.94,6.96
41103990,"Pinto beans, NFS",191,8.37,24.37,7.11
41104010,"Pinto beans, from dried, fat added",191,8.37,24.37,7.11
41104020,"Pinto beans, from dried, no added fat",142,8.96,26.06,0.65
41104040,"Pinto beans, from canned, fat added",187,7.37,24.33,7.13
41104080,"Pinto beans, from canned, no added fat",137,7.66,25.27,0.93
41104110,"Pinto beans, from canned, reduced sodium",187,7.38,24.35,7.14
41104200,"Pinto beans, from fast food / restaurant",209,8.12,23.62,9.6
41104250,Pinto beans with meat,185,10.73,21.07,6.9
41105990,"Kidney beans, NFS",176,8.06,21.19,6.97
41106010,"Kidney beans, from dried, fat added",176,8.06,21.19,6.97
41106020,"Kidney beans, from dried, no added fat",126,8.62,22.66,0.5
41106040,"Kidney beans, from canned, fat added",185,8.37,23.79,6.82
41106080,"Kidney beans, from canned, no added fat",135,8.7,24.72,0.6
41106110,"Kidney beans, from canned, reduced sodium",185,8.37,23.79,6.82
41106150,"Kidney beans, from fast food / restaurant",194,7.81,20.54,9.46
41106170,Kidney beans with meat,173,10.46,18.33,6.78
41106510,"Peruvian beans, from dried",191,8.51,23.49,7.51
41107010,"Soybeans, cooked",217,16.92,7.77,14.84
41108010,"Mung beans, cooked",155,6.52,17.8,6.86
41201010,Baked beans,105,4.52,21.57,0.89
41201020,"Baked beans, vegetarian",94,4.75,21.14,0.37
41201050,Baked beans from fast food / restaurant,115,4.38,23.29,1.35
41202505,"Beans and tomatoes, no added fat",101,6.37,18.76,0.51
41202510,"Beans and tomatoes, fat added",141,6.05,17.84,5.58
41203030,Black bean salad,94,3.08,12.61,3.85
41205010,Refried beans,90,4.98,13.55,2.01
41205017,"Refried beans, from fast food / restaurant",177,6.7,16.28,9.48
41205030,Refried beans with meat,99,7.81,11.76,2.51
41205040,"Refried beans, from canned, reduced sodium",89,4.98,13.55,2.01
41205050,"Bean dip, made with refried beans",119,5.44,15.89,3.7
41205055,Layer dip,146,5.31,6.53,11.53
41205070,"Hummus, plain",260,8.18,19.86,17.78
41205075,"Hummus, flavored",258,8.1,19.62,17.7
41205100,Black bean sauce,165,6.28,17.36,8.45
41206030,Beans and franks,138,6.74,17.29,5.22
41208030,Pork and beans,105,4.52,21.57,0.89
41208100,"Beans with meat, NS as to type",183,10.7,20.56,6.88
41209000,Falafel,509,8.24,29.01,41.16
41210000,Bean cake,407,5.63,49.58,21.26
41221000,"Baked beans, reduced sodium",104,4.77,20.35,0.4
41221020,"Chili with beans, without meat",42,2.39,8.19,0.33
41300990,"Blackeyed peas, NFS",165,7.18,19.29,7
41301010,"Blackeyed peas, from dried",165,7.18,19.29,7
41301990,"Chickpeas, NFS",210,8.23,25.48,8.91
41302010,"Chickpeas, from dried, fat added",210,8.23,25.48,8.91
41302020,"Chickpeas, from dried, no added fat",163,8.81,27.26,2.58
41302040,"Chickpeas, from canned, fat added",196,7.88,21.61,9.35
41302080,"Chickpeas, from canned, no added fat",146,8.19,22.45,3.24
41302110,"Chickpeas, from canned, reduced sodium",196,7.89,21.64,9.37
41303000,"Split peas, from dried, no added fat",117,8.29,20.97,0.39
41303010,"Split peas, from dried, fat added",167,7.75,19.61,6.87
41304000,Wasabi peas,432,14.11,62.2,14.11
41304970,"Lentils, NFS",165,8.38,18.71,6.86
41304990,"Lentils, from dried, fat added",165,8.38,18.71,6.86
41305000,"Lentils, from dried, no added fat",115,8.97,20.01,0.38
41305020,"Lentils, from canned",165,8.36,18.66,6.84
41310900,Bean chips,450,14.4,53.18,21.6
41311000,"Papad, grilled or broiled",371,25.56,59.87,3.25
41311020,"Sambar, vegetable stew",85,4.32,11.8,2.71
41311030,Lentil curry,110,3.67,12.28,5.61
41311040,Lentil curry with rice,117,3.27,18.57,3.48
41410010,Soy nuts,469,38.55,30.22,25.4
41410015,Soy chips,385,26.5,53.15,7.35
41420010,Soybean curd,61,7.17,1.18,3.69
41420020,"Edamame, cooked",140,11.54,8.63,7.57
41420050,Soybean curd cheese,151,12.5,6.9,8.1
41420100,Miso sauce,428,3.43,13.99,41
41420110,Miso,198,12.79,25.37,6.01
41420200,Natto,211,19.4,12.68,11
41420250,Hoisin sauce,220,3.31,44.08,3.39
41420300,Soy sauce,53,8.14,4.93,0.57
41420350,"Soy sauce, reduced sodium",57,9.05,5.59,0.3
41420380,"Yogurt, soy",94,3.5,15.96,1.8
41420400,Teriyaki sauce,89,5.93,15.56,0.02
41420410,"Teriyaki sauce, reduced sodium",89,5.93,15.58,0.02
41420450,Worcestershire sauce,77,0,19.17,0
41421010,"Soybean curd, deep fried",270,18.82,8.86,20.18
41421020,"Soybean curd, breaded, fried",150,8.4,8.7,9.6
41425010,"Vermicelli, made from soybeans",126,0.04,31.42,0.04
41440000,"Textured vegetable protein, dry",327,51.46,33.92,1.22
41480020,"Frozen dessert, non-dairy",154,0.79,18.78,8.94
41601010,"Bean soup, NFS",68,3.08,8.89,2.32
41601020,"Bean with bacon or ham soup, canned or ready-to-serve",68,3.08,8.89,2.32
41601030,"Black bean soup, home recipe, canned or ready-to-serve",46,2.42,7.71,0.66
